Filename       a        mu       tau       a0
simul_5-520-24-5.4-0.29-71.4-0.37-0.6-0.0015-20-83-18.7-605-6-3.dat   214.1084688043975   40.532957424380356   2.303725795744835   4.248215445302067e-18     1
simul_7-663-13-0.9-0.31-35.7-0.37-0.6-0.0015-20-83-18.7-605-21-5.dat   100.61436693139822   15.18687649145588   3.4483273655890065   3.093792210875484e-15     1
simul_5-439-39-2.2-0.54-1.9000000000000001-0.37-1.6-0.0015-20-83-18.7-605-25-0.dat   31.8323090722107   1.1574181625968634   5.956322215061998   1.1634223554228075e-14     1
simul_3-797-38-8-0.66-32.1-0.37-0.1-0.0015-20-83-18.7-605-4-4.dat   101.60225846925971   70.26937265560711   1.6561140982184879   0.9999999999999999     1
simul_10-100-20-7.9-0.76-46.5-0.37-1.1-0.0015-20-83-18.7-605-26-4.dat   732.7398599448081   50.27181718485293   3.711859544583248   5.0988572321069314e-17     1
simul_3-777-39-8.5-0.75-22.8-0.37-0.6-0.0015-20-83-18.7-605-29-2.dat   147.9174040412889   53.63164615047851   1.903385909822601   5.145273462660529e-19     1
simul_4-423-48-6.7-0.18-71.9-0.37-1.6-0.0015-20-83-18.7-605-4-4.dat   471.46317159989877   64.59253853168106   2.182242694164561   8.242554737306011e-19     1
simul_8-94-40-5.9-0.62-55.1-0.37-0.6-0.0015-20-83-18.7-605-4-2.dat   1352.1260055749326   159.14513692449663   2.5550243636169867   6.503559988048833e-17     1
simul_3-512-44-1.8000000000000003-0.49-98.9-0.37-0.1-0.0015-20-83-18.7-605-16-2.dat   88.15624999976866   63.531524629067114   1.8862729745723614   0.9999999999999999     1
simul_9-971-13-9.9-0.59-79.30000000000001-0.37-1.6-0.0015-20-83-18.7-605-5-5.dat   69.36091280255067   8.235765438258916   2.531797250962013   5.251715366176361e-15     1
simul_9-582-21-6.6-0.4-55.6-0.37-0.6-0.0015-20-83-18.7-605-12-3.dat   184.07895050380648   34.240552815809224   2.540402999022165   7.405814565212982e-17     1
simul_9-351-43-8.2-0.89-70.9-0.37-1.6-0.0015-20-83-18.7-605-16-0.dat   590.8975326973128   106.51142629897456   1.9723734743453978   7.757921791485299e-21     1
simul_6-812-30-7.4-0.08-77-0.37-0.1-0.0015-20-83-18.7-605-13-0.dat   62.79187192094582   39.79194985393756   1.6999905887938724   0.9999999999999999     1
simul_1-277-34-2.6-0.26-2.4000000000000004-0.37-0.6-0.0015-20-83-18.7-605-12-3.dat   20.328519855593864   1.6051391756691231   6.910858967832963   0.9999999999999999     1
simul_3-919-42-8.8-0.51-52.400000000000006-0.37-0.1-0.0015-20-83-18.7-605-7-0.dat   113.02937976060934   77.46211549028644   1.5570760523724738   0.9999999999999999     1
simul_2-124-21-9.8-0.5-9.600000000000001-0.37-0.6-0.0015-20-83-18.7-605-16-4.dat   129.22580645161287   12.065569225564582   6.13378543485473   0.042019328765664186     1
simul_10-680-40-8.1-0.58-27.700000000000003-0.37-0.1-0.0015-20-83-18.7-605-17-4.dat   139.30294117589762   104.57859775403828   1.8910658269722285   0.9999999999999999     1
simul_5-840-15-2.2-0.98-44-0.37-1.6-0.0015-20-83-18.7-605-19-0.dat   92.89268959110942   16.76320930957338   2.6166328220239636   6.956332177260485e-17     1
simul_10-860-34-0.5-0.46-17.7-0.37-1.6-0.0015-20-83-18.7-605-19-2.dat   131.9230872545467   17.360940768570444   6.127386315712327   7.683431234069407e-14     1
simul_1-959-32-1.6-0.16-24.700000000000003-0.37-0.1-0.0015-20-83-18.7-605-14-0.dat   29.00521376431167   16.563184890605026   1.4746002393459112   0.9999999999999999     1
simul_7-638-39-9.1-0.76-34.9-0.37-1.6-0.0015-20-83-18.7-605-4-1.dat   289.6221315436546   70.05719091942856   1.979445105203526   1.9808727812126674e-19     1
simul_2-806-20-6.5-0.44-83.5-0.37-1.6-0.0015-20-83-18.7-605-29-5.dat   95.58634842044823   17.52913409592269   2.184817614124914   6.980932706856878e-21     1
simul_2-632-13-3.4000000000000004-0.28-28.1-0.37-1.6-0.0015-20-83-18.7-605-23-3.dat   87.19848971589316   8.050400029540475   2.6933097002034927   2.855707238120854e-19     1
simul_7-542-25-9.5-0.56-51.800000000000004-0.37-0.6-0.0015-20-83-18.7-605-23-2.dat   201.3074114267656   44.52210284162199   2.5272167036490174   2.908136174736065e-16     1
simul_4-348-15-7.8-0.38-27.8-0.37-1.6-0.0015-20-83-18.7-605-13-5.dat   187.47074772906848   16.81914347534878   3.286332629958939   6.7257889973506716e-21     1
simul_4-35-43-7.2-0.14-34.5-0.37-0.6-0.0015-20-83-18.7-605-30-4.dat   2350.4285714285684   184.41018450368247   4.284731883189121   7.05767948134512e-16     1
simul_10-223-35-3.2-0.5-79.7-0.37-1.1-0.0015-20-83-18.7-605-2-3.dat   614.9212024567387   54.7369118500271   2.1753732380251014   6.0600033849019036e-18     1
simul_2-602-44-7.1-0.39-93.60000000000001-0.37-1.6-0.0015-20-83-18.7-605-15-2.dat   199.32241471756203   61.15988806331979   1.7925852095752088   2.3228131677402793e-18     1
simul_1-545-42-6.2-0.08-41.5-0.37-0.6-0.0015-20-83-18.7-605-29-5.dat   114.83418196989429   35.933159299401545   1.502151737377084   3.52231268305395e-14     1
simul_1-564-34-2.7-0.03-52.6-0.37-0.6-0.0015-20-83-18.7-605-10-1.dat   111.23144775616763   27.167220458959992   1.9840338723715507   4.733009941688535e-15     1
simul_7-945-28-0.30000000000000004-0.5700000000000001-28-0.37-0.6-0.0015-20-83-18.7-605-0-1.dat   124.46455026455025   15.994454924554605   11.136736514461541   0.9999999999999999     1
simul_6-125-44-1.3000000000000003-0.81-26.900000000000002-0.37-1.6-0.0015-20-83-18.7-605-25-1.dat   1200.5808992049692   92.15647070251745   3.0920247181396534   6.006420678096676e-22     1
simul_1-684-21-4.7-0.15-53.400000000000006-0.37-0.1-0.0015-20-83-18.7-605-0-4.dat   35.42690058479531   20.40997580718418   1.5127111748814852   0.9999999999999999     1
simul_10-692-29-6.4-0.87-89.5-0.37-0.6-0.0015-20-83-18.7-605-23-5.dat   225.1009548300233   79.31265800197781   2.218844828157441   3.2965322071170482e-15     1
simul_3-393-28-4.8-0.92-61.400000000000006-0.37-0.1-0.0015-20-83-18.7-605-6-3.dat   68.72519083952662   46.92821198952721   1.8059164535502417   0.9999999999999999     1
simul_5-94-21-8.3-0.48-80.10000000000001-0.37-0.1-0.0015-20-83-18.7-605-16-2.dat   59.09574468072198   39.175417817236465   1.854677875431118   0.9999999999999999     1
simul_4-381-49-5.4-0.58-52.7-0.37-1.6-0.0015-20-83-18.7-605-31-2.dat   504.2436005626985   113.68693247251215   1.9613622588550714   4.70143834119764e-15     1
simul_7-868-22-5.5-0.91-34.6-0.37-1.6-0.0015-20-83-18.7-605-28-3.dat   129.55779744626707   27.782152825740024   2.252014525510248   1.0091042068250137e-15     1
simul_7-243-17-9.1-0.37-16.1-0.37-1.6-0.0015-20-83-18.7-605-15-1.dat   153.3985836202406   6.2456524148788315   4.522266540241306   2.3672081927210333e-18     1
simul_1-495-23-9.6-0.56-0.4-0.37-1.6-0.0015-20-83-18.7-605-21-1.dat   1.5548842700471055   0.03873302872433862   1.5111753186456153e-17   0.8484498865837167     1
simul_6-591-48-5.7-0.77-43.400000000000006-0.37-1.6-0.0015-20-83-18.7-605-26-4.dat   355.110220347819   101.72563163844384   1.892882782342476   5.102969302654337e-18     1
simul_6-546-22-7.8-0.88-99.80000000000001-0.37-1.6-0.0015-20-83-18.7-605-1-0.dat   188.77258515626934   31.365681546358463   2.40480122221576   1.0349423732102487e-17     1
simul_5-799-10-4.9-0.33-25.400000000000002-0.37-1.1-0.0015-20-83-18.7-605-14-3.dat   55.78908522552708   5.337620360263786   3.405266402150933   1.260213611961831e-16     1
simul_3-392-30-3.4000000000000004-0.4-6.800000000000001-0.37-1.1-0.0015-20-83-18.7-605-17-0.dat   89.41420505781747   7.316278331832743   4.293108746283474   1.1024385750745443e-18     1
simul_9-690-32-9.6-0.93-61.7-0.37-0.1-0.0015-20-83-18.7-605-20-2.dat   98.10144927515148   68.28524185162924   1.8723070994387045   0.9999999999999999     1
simul_10-109-23-5.3-0.91-72.4-0.37-1.6-0.0015-20-83-18.7-605-16-4.dat   722.7999608850826   48.15489318335918   3.235055638799135   9.159780948243521e-21     1
simul_9-472-22-4.8-0.59-43-0.37-1.1-0.0015-20-83-18.7-605-12-4.dat   215.9242141164653   29.66185030460896   2.548520197655029   2.28366659226529e-22     1
simul_7-791-30-2.7-0.42-59.800000000000004-0.37-1.6-0.0015-20-83-18.7-605-31-1.dat   171.2195438357282   26.34210032278311   2.0078510286643536   1.9348429342583926e-19     1
simul_6-556-15-5-0.23-22.5-0.37-1.1-0.0015-20-83-18.7-605-4-3.dat   97.67777292577718   7.892709548948217   3.354687416722404   1.8848741142660417e-18     1
simul_2-507-16-5.3-0.86-75.8-0.37-0.6-0.0015-20-83-18.7-605-21-2.dat   122.05151936802788   26.393168291207974   2.5251666854081964   7.928644676656525e-19     1
simul_5-705-27-6.7-0.41000000000000003-93.9-0.37-1.1-0.0015-20-83-18.7-605-5-2.dat   162.2515740885721   35.17212791708263   2.2905024804659337   1.649947044732542e-19     1
simul_5-706-41-1.4000000000000001-0.34-86.4-0.37-0.1-0.0015-20-83-18.7-605-3-0.dat   42.43201133140919   26.53547762925693   1.7966655462131877   0.9999999999999999     1
simul_6-169-32-5.7-0.91-12.4-0.37-1.1-0.0015-20-83-18.7-605-23-1.dat   299.4995133178435   26.41836373794973   3.9404591831156504   7.456448171679341e-20     1
simul_3-116-46-0.7000000000000001-0.36-17.2-0.37-1.6-0.0015-20-83-18.7-605-0-2.dat   638.2844827553021   51.86257357052984   6.774037138362713   1.803130146712156e-16     1
simul_7-248-11-0.9-0.76-70.3-0.37-0.6-0.0015-20-83-18.7-605-10-3.dat   178.50909142729233   20.948391797342204   4.799934945520265   2.1598821688776477e-20     1
simul_4-962-15-3.5000000000000004-0.55-49.400000000000006-0.37-1.6-0.0015-20-83-18.7-605-3-1.dat   78.84082274213218   13.768083379204237   2.5488385741277932   4.619631076882592e-16     1
simul_3-194-27-3.8000000000000003-0.33-66-0.37-1.1-0.0015-20-83-18.7-605-30-5.dat   401.6779435260392   36.38250953363558   2.850948280430813   1.5916589220669612e-17     1
simul_3-561-20-3.4000000000000004-0.16-88.2-0.37-0.1-0.0015-20-83-18.7-605-13-1.dat   29.490196078413327   16.460748580689767   1.6090251775283197   0.9999999999999999     1
simul_3-926-40-4.9-0.8300000000000001-23.700000000000003-0.37-0.1-0.0015-20-83-18.7-605-25-1.dat   89.06479481641468   60.56688990096261   1.6574085594474972   0.9999999999999999     1
simul_2-116-46-9.700000000000001-0.11-66-0.37-0.6-0.0015-20-83-18.7-605-24-2.dat   903.4310344827582   176.61176260659843   2.8558211966687836   9.257616911150111e-11     1
simul_2-572-44-3.1-0.55-61.5-0.37-1.6-0.0015-20-83-18.7-605-1-1.dat   206.88697559204473   60.914189574162634   1.7597241811982742   7.853006627425924e-15     1
simul_9-803-20-2.8000000000000003-0.81-13.600000000000001-0.37-0.6-0.0015-20-83-18.7-605-11-5.dat   39.626400996264   8.190813998792672   3.335715654148522   0.9999999999999999     1
simul_9-961-50-4.5-0.73-25.700000000000003-0.37-0.1-0.0015-20-83-18.7-605-9-3.dat   201.5026014568158   156.92267698276999   1.7597291504064212   0.9999999999999999     1
simul_8-561-26-9.6-0.74-81.60000000000001-0.37-0.6-0.0015-20-83-18.7-605-30-4.dat   227.23318021914   67.2236076682902   2.402591711025407   2.2860250440289003e-20     1
simul_3-837-17-5.5-0.01-11.700000000000001-0.37-1.1-0.0015-20-83-18.7-605-13-5.dat   6.010652312155973   0.37419927712514367   1.2647176561468617e-13   0.5925202157984125     1
simul_1-735-20-5.9-0.58-42.2-0.37-1.6-0.0015-20-83-18.7-605-30-1.dat   69.56168216181709   13.858419149207537   1.9901991589422243   4.550106581193218e-18     1
simul_5-437-50-6-0.24-72.5-0.37-1.1-0.0015-20-83-18.7-605-30-1.dat   481.0721345834473   82.58539944111314   1.9493725459623577   6.469892250059583e-20     1
simul_5-283-30-6.7-0.89-71.60000000000001-0.37-1.6-0.0015-20-83-18.7-605-22-0.dat   432.61064347447416   63.299983015410334   2.2280964856258576   4.898473020627312e-19     1
simul_4-740-26-8.9-0.23-18.8-0.37-1.1-0.0015-20-83-18.7-605-18-3.dat   116.69944031884845   17.539567562549607   2.5358187664618757   1.9888338335666702e-21     1
simul_10-98-50-8.3-0.88-73.5-0.37-1.6-0.0015-20-83-18.7-605-15-4.dat   2070.3033820414944   173.1744471343991   2.3399361089827018   4.07380080018322e-21     1
simul_3-643-26-8.6-0.29-87.10000000000001-0.37-1.6-0.0015-20-83-18.7-605-14-1.dat   166.56987021056207   23.416128962594087   2.13741538117695   2.2632991110353662e-20     1
simul_7-122-21-1-0.1-24.900000000000002-0.37-1.1-0.0015-20-83-18.7-605-18-0.dat   255.745901637165   10.478188248198329   5.979696933661592   2.45641230847982e-14     1
simul_7-720-17-9.4-0.73-95.7-0.37-1.6-0.0015-20-83-18.7-605-6-4.dat   123.6668647903488   18.483071976413108   2.508816653762335   1.1250652691256305e-16     1
simul_2-87-21-3.7-0.88-99.7-0.37-0.1-0.0015-20-83-18.7-605-15-1.dat   42.81609195401929   26.599902442910818   1.74569100285499   0.9999999999999999     1
simul_10-234-48-8.8-0.9500000000000001-79.7-0.37-0.1-0.0015-20-83-18.7-605-30-4.dat   298.7735042735042   251.0166278597267   2.032608835451792   0.9999999999999999     1
simul_6-688-41-1.3000000000000003-0.6-29.6-0.37-1.6-0.0015-20-83-18.7-605-9-2.dat   256.260239796333   56.10604244821175   2.829650941425012   8.460145862998168e-17     1
simul_10-214-34-4.6-0.77-46.6-0.37-0.6-0.0015-20-83-18.7-605-23-3.dat   605.7822498386913   108.09678109924005   2.4403967471380064   1.8535489121313007e-23     1
simul_10-599-29-2.4000000000000004-0.03-4.6000000000000005-0.37-0.6-0.0015-20-83-18.7-605-26-2.dat   11.12520868113522   0.6463759660719833   0.8126157317439299   0.18312694222594023     1
simul_7-463-37-8.9-0.87-93.9-0.37-1.6-0.0015-20-83-18.7-605-29-4.dat   385.5499141717483   106.77607888531873   2.156097523884667   2.3663308151851415e-18     1
simul_10-622-28-2.3000000000000003-0.6-84.9-0.37-1.1-0.0015-20-83-18.7-605-10-4.dat   194.25060511903155   32.59954521677324   2.30094805341964   3.511460355652087e-19     1
simul_3-686-39-5.2-0.8300000000000001-40.800000000000004-0.37-0.1-0.0015-20-83-18.7-605-17-0.dat   112.00874635568512   77.36309518963783   1.678411598596255   0.9999999999999999     1
simul_3-685-37-3.6-0.28-15.100000000000001-0.37-1.6-0.0015-20-83-18.7-605-16-4.dat   117.18773916437789   17.12106413971749   2.5303149678142374   4.8719383432691e-19     1
simul_9-649-48-7.4-0.5700000000000001-78.10000000000001-0.37-1.1-0.0015-20-83-18.7-605-15-2.dat   359.72725070366795   96.34499521134241   1.8412273695768075   1.5783824375273807e-16     1
simul_5-834-19-5.9-0.37-79.5-0.37-0.6-0.0015-20-83-18.7-605-26-0.dat   108.69445778618893   22.98418838477538   2.541373589606579   2.2687394418321633e-20     1
simul_6-268-42-9.2-0.11-23.400000000000002-0.37-0.6-0.0015-20-83-18.7-605-0-0.dat   483.54984489335925   58.8899758341191   2.5638533366627425   3.678170956066706e-19     1
simul_10-774-15-1.8000000000000003-0.6-71.60000000000001-0.37-0.1-0.0015-20-83-18.7-605-22-3.dat   17.562015503836214   9.230962875671432   1.468948598455145   0.9999999999999999     1
simul_1-802-48-2.8000000000000003-0.05-2.5-0.37-1.1-0.0015-20-83-18.7-605-9-2.dat   19.795511221945134   0.8123043809377102   3.8721627402837493   0.1195865840124904     1
simul_10-587-41-5.1-0.41000000000000003-47.800000000000004-0.37-1.1-0.0015-20-83-18.7-605-9-0.dat   312.7254314893538   54.97552992997187   1.9525251405086426   3.8507078569766427e-20     1
simul_4-926-18-9-0.06-49.400000000000006-0.37-0.1-0.0015-20-83-18.7-605-23-0.dat   20.433045356317734   10.602075258485904   1.4500519453660143   0.9999999999999999     1
simul_7-208-30-8-0.36-92.7-0.37-1.6-0.0015-20-83-18.7-605-19-4.dat   621.9756746589268   34.887829713306886   1.8392737806385513   2.0023225123452875e-21     1
simul_10-41-50-1.2000000000000002-0.4-24-0.37-0.6-0.0015-20-83-18.7-605-20-2.dat   1773.2269605328142   154.52950506976708   5.0801107253593045   1.10008394966882e-22     1
simul_8-727-16-7.8-0.59-78.2-0.37-0.1-0.0015-20-83-18.7-605-26-2.dat   18.04126547451193   9.438304000625186   1.4728486629543813   0.9999999999999999     1
simul_6-102-37-5.1-0.93-65.7-0.37-0.1-0.0015-20-83-18.7-605-11-1.dat   203.21568627404338   165.00668130127522   2.0154290389248333   0.9999999999999999     1
